"ID","F00_FAIT,C,8","NUMERO,C,30","ADRESSE,C,254","NB_PLACES,N,19,11","SECTEUR,C,10","F05_DATE,C,16","F07_COMMEN,C,254","F08_COMMEN,C,254"
1,"Fait","201","Rue joffre",22,"2","26/05/2010 13:45","3,87925827808276","43,606685399744"
2,"Fait","209","Rue Du guesclin",27,"2","26/05/2010 13:21","3,88291821033673","43,6072790167536"
3,"Fait","211","Rue Du guesclin",0,"2","26/05/2010 13:14","3,8831547322334","43,6080263965746"
4,"Fait","301","Rue de la Merci",12,"3","31/05/2010 08:45","3,87084457603587","43,6091876946528"
5,"Fait","302","Rue de la Merci",0,"3","31/05/2010 08:48","3,87109790739546","43,6101093651894"
6,"Fait","303","Rue Donnat",10,"3","31/05/2010 10:10","3,87048957533162","43,610069359746"
7,"Fait","304","Rue Clapies",49,"3","31/05/2010 08:53","3,8701479087","43,610469357446"
8,"Fait","306","Rue de l Ecole de Droit",0,"3","31/05/2010 09:51","3,86955124535296","43,6091426831085"
9,"Fait","307","Place Pierre Flotte",43,"3","31/05/2010 08:57","3,86872957825695","43,6104160115077"
10,"Fait","310","1 Rue Auguste Comte",36,"3","31/05/2010 09:02","3,86838124609255","43,6101210078882"
11,"Fait","311","7 Rue Auguste Comte",0,"3","31/05/2010 09:05","3,86757624846804","43,6096443332154"
12,"Fait","316","Rue Paul Brousse",15,"3","31/05/2010 08:20","3,8738485827346","43,6070792242109"
13,"Fait","317","Rue Marceau",18,"3","31/05/2010 08:30","3,87301866653323","43,6073782218987"
14,"Fait","320","Rue Paul Brousse",0,"3","31/05/2010 08:35","3,87212790856336","43,6080793707767"
15,"Fait","801","Rue Chaptal",21,"8","01/06/2010 12:33","3,87188047546752","43,605896635496"
16,"Fait","802","Rue Louise Guiraud",13,"8","01/06/2010 12:49","3,87337583685033","43,6047371236416"
17,"Fait","803","Rue Dom Vaissette",23,"8","01/06/2010 10:24","3,87209124666528","43,6051126986308"
18,"Fait","804","Rue Dom Vaissette",0,"8","01/06/2010 12:47","3,87271622406441","43,6048003104413"
19,"Fait","805","Rue St Claude",20,"8","01/06/2010 12:27","3,87304970171829","43,6050778951129"
20,"Fait","806","Rue Trente Deuxième",15,"8","01/06/2010 10:20","3,87065810220225","43,6058033522819"
21,"Fait","807","Rue Toiras",50,"8","01/06/2010 10:16","3,86986291570024","43,606471014366"
22,"Fait","808","Rue de la Raffinerie",31,"8","01/06/2010 10:14","3,86904625051912","43,6065760072445"
23,"Fait","809","Rue Daru",11,"8","01/06/2010 08:51","3,86796286725333","43,6076969732003"
24,"Fait","810","Rue du Faubourg Figuerolles",75,"8","01/06/2010 08:57","3,8676769192738","43,6078762205004"
25,"Fait","811","Place Roger Salengro",43,"8","01/06/2010 10:03","3,8672719279624","43,6071270144827"
26,"Fait","812","Rue du Jardin Martel",6,"8","01/06/2010 10:07","3,86799291879678","43,6068959984152"
27,"Fait","813","Rue de la Palissade",8,"8","01/06/2010 10:10","3,8688912494888","43,6074043407202"
28,"Fait","814","Place Roger Salengro",0,"8","01/06/2010 10:04","3,8672879208795","43,6064959913497"
29,"Fait","817","Rue du Faubourg Figuerolles",0,"8","01/06/2010 09:09","3,86359126227582","43,6061576242247"
30,"Fait","818","Rue du Faubourg Figuerolles",0,"8","01/06/2010 09:13","3,86253626469042","43,6059976144342"
31,"Fait","904","Place des Beaux arts",14,"9","27/05/2010 09:00","3,88141364495832","43,6159223550805"
32,"Fait","906","Rue lakanal",12,"9","27/05/2010 08:31","3,87954008894878","43,6161678845949"
33,"Fait","908","Rue Belmont",6,"9","27/05/2010 08:53","3,88073959866767","43,6152949552365"
34,"Fait","909","Rue de la Cavalerie",12,"9","27/05/2010 08:18","3,8793657338166","43,6157343834314"
35,"Fait","911","Rue Proudhon",0,"9","27/05/2010 08:57","3,88127987307576","43,6154077012337"
36,"Fait","912","Quai du Verdanson",4,"9","25/05/2010 13:28","3,87838455196717","43,6152111038664"
37,"Fait","122","Parking joffre(rue d'argencourt)",254,"12","27/05/2010 09:24","3,88554743407471","43,6128780794638"
38,"Fait","1302","Rue Adam de Crapone",29,"13","02/06/2010 08:47","3,86666623202397","43,6054689641192"
39,"Fait","1303","Rue des Pins",24,"13","01/06/2010 13:24","3,86955693639384","43,6051220608884"
40,"Fait","1304","Rue Chaptal",0,"13","01/06/2010 13:34","3,86929862859558","43,604614048674"
41,"Fait","1305","Rue Rambaud",5,"13","01/06/2010 13:27","3,86909224804297","43,605717345135"
42,"Fait","1306","Rue Balard",53,"13","02/06/2010 08:28","3,86998294751693","43,604797999189"
43,"Fait","1307","Rue Balard",0,"13","02/06/2010 08:31","3,87034337401358","43,6047518469948"
44,"Fait","1308","Rue Balard",0,"13","02/06/2010 08:08","3,87148178473759","43,6035820507899"
45,"Fait","1309","Rue Desmazes",44,"13","01/06/2010 13:30","3,86836225967647","43,605114952954"
46,"Fait","1310","Rue Nissole",19,"13","01/06/2010 13:40","3,86958886636136","43,6047031264121"
47,"Fait","1701","Rue Barthez",0,"17","31/05/2010 12:48","3,87175558823127","43,612267574961"
48,"Fait","1703","plan narcissa",44,"17","31/05/2010 12:58","3,87162222475209","43,6125761250819"
49,"Fait","1705","rue eugene varlin",17,"17","31/05/2010 13:02","3,86813726704347","43,6127481514301"
50,"Fait","1708","Rue doria",7,"17","31/05/2010 13:59","3,86709957829694","43,6123526674729"
51,"Fait","1709","Rue Doria",16,"17","31/05/2010 13:55","3,86770290907881","43,6131926743255"
52,"Fait","1710","avenue d assas",0,"17","31/05/2010 13:16","3,86768509191568","43,6124118244996"
53,"Fait","1713","Rue bonnard",0,"17","31/05/2010 13:36","3,87034427000622","43,6152093531106"
54,"Fait","1714","Rue Bonnard",24,"17","31/05/2010 13:41","3,87092607196869","43,6156309494009"
55,"Fait","1716","Boulevard Henri IV",56,"17","31/05/2010 12:35","3,87326789667403","43,6142127245798"
56,"Fait","1717","Impasse richer de belleval",0,"17","31/05/2010 13:05","3,86913957384195","43,6126443525249"
57,"Fait","1720","Boulevard Henri IV",0,"17","31/05/2010 12:40","3,87307182035131","43,6135795394454"
58,"Fait","1721","Rue du Carré du Roi",0,"17","31/05/2010 13:53","3,86746790909842","43,6134593394434"
59,"Fait","1722","avenue st charles",19,"17","31/05/2010 15:05","3,87244030486705","43,6171309232106"
60,"Fait","1903","Rue Louis Figuier",23,"19","26/05/2010 14:37","3,88311062928307","43,6038157210099"
61,"Fait","1904","Rue Henri René",23,"19","26/05/2010 14:25","3,88237231658734","43,6045380106929"
62,"Fait","1905","Rue Henri René",0,"19","26/05/2010 14:22","3,88261990425822","43,6036952891563"
63,"Fait","1910","Rue Général Riu",12,"19","26/05/2010 14:28","3,88203566868179","43,6043196614359"
64,"Fait","1911","Rue des Deux Ponts",38,"19","26/05/2010 14:04","3,8804573530924","43,6039228757187"
65,"Fait","1914","Rue Général Riu",0,"19","26/05/2010 14:11","3,88035741154713","43,6032471610777"
66,"Fait","1915","Rue du pont de Lattes",0,"19","26/05/2010 14:47","3,88376814611584","43,6038139381658"
67,"Fait","2002","Boulevard de Strasbourg",121,"20","28/05/2010 10:03","3,88681327150227","43,603543857887"
68,"Fait","2005","Boulevard de Strasbourg",0,"20","28/05/2010 13:00","3,8838098936332","43,6030423911133"
69,"Fait","2006","Boulevard de Strasbourg",0,"20","28/05/2010 12:58","3,88374454746098","43,603438803813"
70,"Fait","2007","Place Carnot",20,"20","28/05/2010 12:55","3,8826871729385","43,6034751976557"
71,"Fait","2008","Boulevard de Strasbourg",0,"20","28/05/2010 12:51","3,8813332866881","43,6031530599785"
72,"Fait","2009","Boulevard de Strasbourg",0,"20","28/05/2010 12:51","3,88135926145125","43,6029879057456"
73,"Fait","2010","Rue de Barcelone",61,"20","28/05/2010 13:22","3,88718050772352","43,6040598678602"
74,"Fait","2011","Rue de Barcelone",0,"20","28/05/2010 13:18","3,88592617441432","43,6043143240383"
75,"Fait","2012","Rue de Barcelone",0,"20","28/05/2010 13:09","3,88426993088852","43,6044621874698"
76,"Fait","2013","Boulevard de Strasbourg",0,"20","28/05/2010 10:01","3,88761832604801","43,6032902705916"
77,"Fait","2014","Rue du cimetiere des Protestants",14,"20","28/05/2010 13:02","3,88638797813162","43,603347776046"
78,"Fait","2015","Rue de la Constituante",25,"20","28/05/2010 14:36","3,89411136833969","43,602137348882"
79,"Fait","2017","Boulevard d Orient",0,"20","28/05/2010 09:22","3,88970431313191","43,6034662495461"
,,"2018","Rue du Moulin des Sept Cans",74,"20","28/05/2010 14:08","3,89021795703464","43,6027206839869"
,"Fait","2019","Rue du Moulin des Sept Cans",0,"20","28/05/2010 14:09","3,89485228839968","43,6003734640663"
,"Fait","2020","Rue du Moulin des Sept Cans",0,"20","28/05/2010 14:25","3,89373515257142","43,600368387855"
,"Fait","2022","Avenue du Petit Train",0,"20","28/05/2010 14:15","3,89213371929176","43,6015669309307"
,"Fait","2023","Avenue Albert Dubout",33,"20","28/05/2010 09:51","3,89225216646625","43,6018193955457"
,"Fait","2024","Avenue Albert Dubout",0,"20","28/05/2010 09:52","3,89114575314931","43,6030184175985"
,"Fait","2025","Avenue du Petit Train",0,"20","28/05/2010 14:22","3,8925317241684","43,6013676961148"
,"Fait","2026","1 Place Des Patriotes",80,"20","28/05/2010 14:33","3,89375790076344","43,6020528584552"
,"Fait","2027","10 Place Des Patriotes",0,"20","28/05/2010 14:35","3,89343324275141","43,6017254648097"
,"Fait","2028","20 Place Des Patriotes",0,"20","28/05/2010 14:31","3,8941686476188","43,6016387853529"
,"Fait","2029","Chemin de Moulares",34,"20","28/05/2010 14:29","3,89467124542205","43,6007052502436"
,"Fait","2102","Boulevard Renouvier",67,"21","02/06/2010 08:51","3,86762102558445","43,6054064370846"
,"Fait","2103","Boulevard Renouvier",0,"21","02/06/2010 08:52","3,86737915426711","43,6052980088482"
,"Fait","2105","Boulevard Renouvier",0,"21","02/06/2010 08:55","3,86783680300535","43,6038274082761"
,"Fait","2106","Place Chaptal",23,"21","02/06/2010 08:56","3,86772125851885","43,6033326559059"
,"Fait","2107","Boulevard Renouvier",0,"21","02/06/2010 09:06","3,86832048148432","43,6021454207902"
,"Fait","2108","Rue Raoux",13,"21","02/06/2010 09:04","3,86792459361516","43,6019993218915"
,"Fait","2109","Rue Chaptal",16,"21","02/06/2010 09:41","3,86903292041332","43,6046026701484"
,"Fait","2110","Rue Joseph Vidal",21,"21","02/06/2010 09:37","3,87001398620538","43,6037446603942"
,"Fait","2111","Rue Rigaud",34,"21","02/06/2010 09:28","3,86923292139366","43,6037443370372"
,"Fait","2112","Rue Rigaud",0,"21","02/06/2010 09:32","3,87001619687482","43,6031744951224"
,"Fait","2113","Rue Fouques",28,"21","02/06/2010 09:09","3,86852792488974","43,6024909949772"
,"Fait","2114","Rue du Commerce",32,"21","02/06/2010 09:00","3,8687773666891","43,6026766652415"
,"Fait","2115","Rue du Commerce",0,"21","02/06/2010 09:12","3,86909035203693","43,6025417528012"
,"Fait","2116","Rue Bourrely",27,"21","02/06/2010 09:17","3,86924109031001","43,602826858436"
,"Fait","2117","Rue Bourrely",0,"21","02/06/2010 09:22","3,86857057537171","43,6032485065893"
,"Fait","2118","Rue Joseph Vidal",0,"21","02/06/2010 09:35","3,87041619909373","43,6033373074415"
,"Fait","2302","Rue Frederic Peysson",80,"23","26/05/2010 09:41","3,88023750393271","43,6023494250928"
,"Fait","2303","Rue alexis alquie",0,"23","26/05/2010 09:36","3,87996353750125","43,602160098315"
,"Fait","2305","Rue Frederic Peysson",0,"23","26/05/2010 09:22","3,8796322637579","43,6009840293589"
,"Fait","2313","Rue louis Figuier",21,"23","26/05/2010 09:54","3,88194916915072","43,6025591080917"
,"Fait","2318","Boulevard Rabelais",73,"23","28/05/2010 08:31","3,87998665780522","43,6009033126986"
,"Fait","2323","Rue Boyer",0,"23","26/05/2010 09:16","3,87923102153029","43,6015878416504"
,"Fait","2324","Rue Bastide",13,"23","28/05/2010 08:39","3,88092669204794","43,6014425449261"
,"Fait","2310",,0,"23","26/05/2010 09:48","3,8804539276561","43,6026625028569"
,"Fait","123",,0,,"27/05/2010 09:28","3,8848199490795","43,6128672917569"
,,"2016",,0,"20","28/05/2010 09:17","3,88727921119139","43,6030856237966"
,,"10","Rue de la Republique",12,"1","25/05/2010 15:10","3,8793730204216","43,6053178821818"
,"Fait","202","Rue Clos rené",12,"2","02/01/2003 16:02","3,88024422369134","43,6067425941374"
,"Fait","203","Rue de Verdun",42,"2","02/01/2003 15:58","3,8813738375306","43,6066554802443"
,"Fait","205","Rue Serrane",12,"2","02/01/2003 15:51","3,88219432951568","43,6061794794148"
,"Fait","206","Rue Mareschal",23,"2","02/01/2003 15:18","3,88181122352277","43,6073427892984"
,"Fait","207","Rue Mareschal",0,"2","02/01/2003 15:16","3,88209426061385","43,6078504701612"
,"Fait","208","Rue Flaugergues",22,"2","02/01/2003 15:29","3,88230029798826","43,6073061772094"
,"Fait","210","Rue Baudin",18,"2","26/05/2010 15:05","3,88223867330681","43,6084506782883"
,"Fait","903","Rue bernard Delicieux",59,"9","03/01/2003 11:28","3,88083138734931","43,6164467028214"
,"Fait","905","Place Emile Combes",31,"9","03/01/2003 11:06","3,88001768719683","43,6163442419079"
,"Fait","907","Rue lunaret",9,"9","03/01/2003 10:44","3,87977219855501","43,6161000925208"
,"Fait","910","Rue Proudhon",29,"9","03/01/2003 11:09","3,88044504271487","43,6161186086585"
,"Fait","913","Rue bernard Delicieux",0,"9","03/01/2003 11:33","3,88245647929301","43,6153804226474"
,"Fait","1912","Rue des Deux Ponts",0,"19","02/01/2003 17:00","3,88108031834646","43,6043531961738"
,"Fait","1913","Rue des Aiguerelles",35,"19","02/01/2003 16:39","3,88340838361371","43,6025351639038"
,"Fait","2004","Boulevard de Strasbourg",0,"20","04/01/2003 12:27","3,88616691379536","43,6032376792674"
,,"2301","Rue Colin",39,"23","02/01/2003 11:15","3,87879063208138","43,6019046178838"
,"Fait","2304","Rue Colin",0,"23","02/01/2003 11:18","3,87838937275627","43,6011817996351"
,"Fait","2306","Rue Adolphe Mion",18,"23","04/01/2003 11:05","3,88154991000571","43,6017068422458"
,"Fait","2307","Rue Sainte Catherine",16,"23","04/01/2003 10:43","3,88096883202394","43,6018571642101"
,"Fait","2308","Rue Sainte Catherine",0,"23","04/01/2003 10:48","3,88039480965608","43,6013739944997"
,"Fait","2309","Rue Anthemis",14,"23","04/01/2003 10:50","3,87994088287015","43,6012377660565"
,,"2311","Rue Alexis Alquier",34,"23","02/01/2003 11:06","3,87903855829548","43,6023718278348"
,,"2312","Rue Boyer",36,"23","02/01/2003 10:42","3,87971623457028","43,6027560971538"
,"Fait","2314","Rue Henri René",28,"23","04/01/2003 11:22","3,88241536661834","43,6023509847196"
,"Fait","2315","Rue des Aiguerelles",20,"23","04/01/2003 11:28","3,88397811437352","43,6024202499715"
,"Fait","2317","Boulevard Vieussens",24,"23","02/01/2003 11:23","3,87829929736411","43,6005143359826"
,"Fait","2319","Boulevard Rabelais",0,"23","04/01/2003 10:57","3,8808887204631","43,6009060406844"
,"Fait","2320","Boulevard Rabelais",0,"23","04/01/2003 11:13","3,88194859275347","43,6014532637561"
,"Fait","2321","Boulevard Rabelais",0,"23","04/01/2003 11:18","3,88359847214444","43,6017909208374"
,"Fait","815","faubourg figuerolle",0,,"01/06/2010 10:13","3,86479459262413","43,6064809689916"
,"Fait","116","rue de thebes",0,"11","28/05/2010 09:42","3,88824454335131","43,6077161805305"
,"Fait","2","Rue Levat",13,"1","01/01/2000 00:48","3,87865956749879","43,604487756842"
,"Fait","3","Rue du Grand st Jean",8,"1","01/06/2010 10:47","3,87701457037339","43,604819409177"
,"Fait","4","Rue Parlier",15,"1","01/06/2010 10:57","3,87695623681978","43,6050427423355"
,"Fait","5","Rue du Plan du Parc",7,"1","01/06/2010 10:42","3,87602290390195","43,6060177354899"
,"Fait","6","Rue Durand",54,"1","01/06/2010 11:14","3,87707956888483","43,605711077827"
,"Fait","7","Rue Durand",0,"1","01/06/2010 11:16","3,87769123472543","43,6054327495603"
,"Fait","8","Rue Durand",0,"1","01/06/2010 11:17","3,8783279006359","43,6050710880702"
,"Fait","9","Rue Henri Guinier",25,"1","01/06/2010 10:44","3,8766695706611","43,6050944065012"
,"Fait","11","Rue du General Lafon",15,"1","01/06/2010 10:48","3,8766295717984","43,6044027383786"
,"Fait","12","Rue Dessale-Possel",16,"1","01/06/2010 10:50","3,8764612401892","43,603501068756"
,"Fait","13","Rue albert Leenhardt",19,"1","01/06/2010 10:52","3,87687290588836","43,6035777392746"
,"Fait","305","Rue de l Ecole de Droit",30,"3","31/05/2010 11:10","3,8698911496025","43,610007021052"
,"Fait","309","Rue Emile Zola",33,"3","31/05/2010 10:33","3,86826504852351","43,6094198113856"
,"Fait","313","Rue du Faubourg du Courreau",30,"3","31/05/2010 11:16","3,86951791293614","43,6086160151878"
,"Fait","314","Rue du Faubourg du Courreau",0,"3","31/05/2010 10:02","3,87104124377508","43,6082693614395"
,"Fait","315","Rue du Faubourg du Courreau",0,"3","31/05/2010 09:58","3,87235339513687","43,6082934927339"
,"Fait","318","Rue General Campredon",11,"3","31/05/2010 11:32","3,8731345755729","43,6065727105125"
,"Fait","319","Rue Paul Brousse",0,"3","31/05/2010 09:47","3,87293563313858","43,6078213523988"
,"Fait","601","Rue Rondelet",33,"6","01/06/2010 14:44","3,87508624119593","43,6046877249073"
,"Fait","602","Rue Curie",6,"6","01/06/2010 14:36","3,87484957609624","43,6039893882887"
,"Fait","603","Rue St Denis",16,"6","01/06/2010 14:35","3,87405624414504","43,6041510480503"
,"Fait","604","Rue de Belfort",17,"6","01/06/2010 14:13","3,87394124483681","43,6038593798542"
,"Fait","605","Place Rondelet",19,"6","01/06/2010 14:11","3,87464624428863","43,6032760519345"
,"Fait","606","Rue Ernest Michel",64,"6","01/06/2010 13:42","3,87384291342183","43,60276104378"
,"Fait","607","Rue de Bercy",51,"6","01/06/2010 13:49","3,87343791352045","43,6032343742375"
,"Fait","608","Rue Etienne Antoine",19,"6","01/06/2010 13:47","3,87373791228476","43,6036277109565"
,"Fait","609","Rue Carlencas",13,"6","01/06/2010 13:45","3,87386457938491","43,6031827113542"
,"Fait","610","Rue Enclos Fermaud",73,"6","01/06/2010 14:03","3,87202958414742","43,6025743603078"
,"Fait","611","Rue Enclos Fermaud",0,"6","01/06/2010 14:06","3,87333791565178","43,6020077045724"
,"Fait","612","Av Georges Clemenceau",67,"6","01/06/2010 13:52","3,8730329132108","43,603964371814"
,"Fait","613","Av Georges Clemenceau",0,"6","01/06/2010 13:53","3,87347291184757","43,6042560429554"
,"Fait","614","Av Georges Clemenceau",0,"6","01/06/2010 13:54","3,87368624444776","43,6044443785342"
,"Fait","616","Av Georges Clemenceau",0,"6","01/06/2010 13:58","3,87200624971833","43,6032960280255"
,"Fait","617","Av Georges Clemenceau",0,"6","01/06/2010 14:00","3,87064458708319","43,6025376809807"
,"Fait","1015","Quai Laurens",27,"10","26/05/2010 10:31","3,88861121295453","43,6050395140241"
,"Fait","1016","Quai Laurens",0,"10","01/01/2000 23:18","3,88915787897258","43,6046945185556"
,"Fait","1017","Rue Mathieu Laurens",28,"10","01/01/2000 23:37","3,89067620869122","43,6050628659959"
,"Fait","1018","Rue Conte de Melgueil",4,"10","01/01/2000 23:16","3,89002787810131","43,6040195256529"
,"Fait","1019","Place Faulquier",22,"10","01/01/2000 23:40","3,89199787201503","43,6055395450743"
,"Fait","1020","AVE Albert Dubout",47,"10","01/01/2000 23:20","3,88903454594728","43,6046545173963"
,"Fait","1021","Chemin de Moulares",44,"10","01/01/2000 23:12","3,89248620573035","43,6044978817273"
,"Fait","1022","Rue de la Fontaine de Lattes",55,"10","01/01/2000 23:14","3,89109120852993","43,6045495358486"
,"Fait","1023","Av du Pont Juvenal",0,"10","01/01/2000 23:42","3,89271453715553","43,6055862182365"
,"Fait","1024","Av du Pont Juvenal",0,"10","02/01/2000 00:00","3,89359953521423","43,6056878929651"
,"Fait","1025","Rue des fuchsias",8,"10","01/01/2000 23:58","3,89397786803398","43,60548956284"
,"Fait","1026","Rue des Pensées",39,"10","01/01/2000 23:55","3,89491953290693","43,6053879045517"
,"Fait","1027","Rue des Cyclamens",9,"10","01/01/2000 23:48","3,89407286835066","43,6050978966464"
,"Fait","1028","Chemin des Barques",21,"10","01/01/2000 23:46","3,89386953600703","43,6046595610495"
,"Fait","1029","Boulevard des Consuls de Mer",21,"10","01/01/2000 22:53","3,89400953659852","43,6039862283203"
,"Fait","1031","Chemin de Moulares",0,"10","01/01/2000 23:03","3,89415953709322","43,6033695624092"
,"Fait","1032","Av des Droits de l Homme",26,"10","01/01/2000 22:58","3,89463786986636","43,6030378997638"
,"Fait","1033","Chemin de Moulares",0,"10","01/01/2000 23:00","3,89470453743935","43,6022328995963"
,"Fait","110","Rue de la Spirale",18,"11","28/05/2010 11:04","3,88579621305761","43,6090611603797"
,"Fait","111","Allée Henri de Montmorency",28,"11","28/05/2010 11:01","3,88670454306672","43,6101428364242"
,"Fait","112","Rue de Crete",8,"11","28/05/2010 10:54","3,89011453682739","43,6097528661241"
,"Fait","113","Allée Henri de Montmorency",0,"11","28/05/2010 10:58","3,88887953862102","43,6102378557491"
,"Fait","114","Allée du Nouveau Monde",105,"11","28/05/2010 09:32","3,88701954625608","43,6074028358902"
,"Fait","115","Allée du Nouveau Monde",0,"11","28/05/2010 09:42","3,88853121006758","43,6072595158904"
,"Fait","117","Avenue Samuel Champlain",84,"11","28/05/2010 09:47","3,88926287515774","43,6073311891767"
,"Fait","118","Avenue Samuel Champlain",0,"11","28/05/2010 09:50","3,88994120742573","43,6071061949862"
,"Fait","119","Rue leon Blum",36,"11","28/05/2010 09:57","3,89001454150509","43,606446194908"
,"Fait","1120","Rue leon Blum",0,"11","28/05/2010 09:55","3,8896712096942","43,6058395244805"
,"Fait","1121","Rue de Montreal",60,"11","28/05/2010 09:52","3,88887287712113","43,606472851371"
,"Fait","1122","Boulevard d Antigone",61,"11","28/05/2010 11:07","3,88729287640803","43,6092961739408"
,"Fait","1123","Boulevard d Antigone",0,"11","28/05/2010 10:51","3,8889278731917","43,6092628550633"
,"Fait","1124","Allée du Nouveau Monde",0,"11","28/05/2010 09:37","3,88764287829864","43,607426174818"
,"Fait","1401","Avenue Jacques Cartier",103,"14","01/01/2000 22:26","3,89295286813682","43,6070012218111"
,"Fait","1402","Avenue Jacques Cartier",0,"14","01/01/2000 22:32","3,89167120394539","43,60709121044"
,"Fait","1403","Avenue Jacques Cartier",0,"14","01/01/2000 22:30","3,89162120411552","43,6070395432717"
,"Fait","1404","Avenue Jacques Cartier",0,"14","01/01/2000 22:27","3,89301953490773","43,6068195555579"
,"Fait","1405","Avenue Jacques Cartier",0,"14","01/01/2000 22:44","3,89450453214572","43,6066279020031"
,"Fait","1406","Rue Poseidon",12,"14","01/01/2000 22:42","3,89378286743435","43,6062528951691"
,"Fait","1407","Rue de l Acropole",34,"14","01/01/2000 22:39","3,89230787028943","43,6063628820485"
,"Fait","1408","Rue Dom Bosco",31,"14","01/01/2000 22:34","3,89111453918755","43,6065078715023"
,"Fait","1409","Rue de l Epire",35,"14","01/01/2000 22:35","3,89180620485809","43,6062012107128"
,"Fait","1503","Rue de l Acropole",27,"15","28/05/2010 10:42","3,89288286529318","43,6092662234683"
,"Fait","1504","Rue d Athenes",53,"15","28/05/2010 10:39","3,89139120133241","43,6094695437897"
,"Fait","1505","Rue d Athenes",0,"15","28/05/2010 10:40","3,89202786660813","43,609561216192"
,"Fait","1506","Boulevard de l Aeroport",35,"15","28/05/2010 10:45","3,89164120187848","43,6086862118499"
,"Fait","1507","Rue Poseidon",94,"15","28/05/2010 10:13","3,89403786580697","43,6071028982834"
,"Fait","1508","Rue Poseidon",0,"15","28/05/2010 10:16","3,89422453040639","43,6084012345358"
,"Fait","1509","Rue de Rhodes",240,"15","28/05/2010 14:09","3,89584952741706","43,6081879154691"
,"Fait","1510","Rue de Rhodes",0,"15","28/05/2010 14:11","3,89569452908401","43,6071312464588"
,"Fait","1511","rue rhodes",198,"15","28/05/2010 14:06","3,89646285917789","43,6084545878336"
,"Fait","1512","Carrefour de l'aéroport international",22,"15","28/05/2010 10:19","3,8949778607835","43,6095195756155"
,"Fait","1513","Place du Pere louis",50,"15","28/05/2010 10:22","3,89613285844051","43,609551252543"
,"Fait","1514","Avenue Jean Mermoz",15,"15","28/05/2010 10:33","3,89267119813827","43,6099562222892"
,"Fait","1516","Avenue du Pirée",0,"15","28/05/2010 14:04","3,8966628594644","43,6079129224716"
,"Fait","1517","Avenue du Pirée",0,"15","28/05/2010 14:01","3,89654452717494","43,6072795875245"
,"Fait","1518","Avenue du Pirée",0,"15","28/05/2010 13:46","3,89634286399362","43,6048662502323"
